卡洛斯·戈恩到底是什么人？,http://zhuanlan.zhihu.com/p/100533722,卡洛斯·戈恩 Carlos Ghosn ，在2018年11月之前，是全世界知名的企业家，日本日产汽车CEO，法国雷诺汽车董事长，雷诺-日产-三菱汽车联盟掌门人，早稻田大学和法政大学荣誉博士，大英帝国勋爵勋章(KBE) 获得者。“将日产汽车扭亏为盈的明星经理人。”然而在2…
2019年日本的一些判决梳理,http://zhuanlan.zhihu.com/p/100370320,大家好，又是一年的结尾了。看着很多号都在做总结，我想了想，我自己没啥好总结的，就在这里，把之前一些悬而未判的案件的结果，在这里进行一下简单的梳理吧。其中有很多案子，我在这个号里都写过，时间大概是1-2年前。想要了解详细实情的读者，可以通过链…
16年前，3名中国留学生，虐杀福冈一家四口,http://zhuanlan.zhihu.com/p/99548377,“12月26日，日本法务省宣布魏巍于当天上午被执行死刑。”看到这条消息，你大概会好奇，“魏巍到底是什么人？”，“为什么在日本执行死刑？”今天这个案子就来给你介绍下，这起发生于2003年震惊全日本的灭门惨案。2003年6月20日，在日本九州北部最大城市，…
你一到夜里就饿，你突然爆肥，或是你有厌食症，可能跟你爱看“玛丽苏”有关,http://zhuanlan.zhihu.com/p/97802181,今儿这篇依然还不是杀人案，但这恐怕是各位女性读者更关心的一个话题：有关你“为什么瘦不下来”。谁让我的读者70%都是女性呢。太长不看版：<b>第一，进食障碍包括暴饮暴食，也包括厌食症</b><b>第二，神经元的形成，你不看正文那也没法讲</b><b>第三，“玛丽苏脑”会让你在…</b>
我们来聊聊“曼森家族”（七）机关算尽,http://zhuanlan.zhihu.com/p/84522579,在除掉唐纳德·希亚之后，曼森对于“身边有叛徒”这件事，并没有停止他的怀疑。而与此同时，曼森身边的“大嘴巴”，其实也不少。这时我们要提到一个从未在本文中出现过，但在美国文化中常常出现，而且对于曼森家族的抓获起到了重要作用的群体：飞车党。飞车…
残酷的“梦想的盒子”,http://zhuanlan.zhihu.com/p/93117027,大家好。今天的更新，如果你有养宠物的话，请抱着它一起看。日本有一种东西，它有一个英文名字，“Dream Box”，直译中文是“梦想的盒子”，你猜这是什么？新出的游戏机？街上的抓娃娃机？年轻人喜欢的盲盒品牌？新年时送给福利院儿童的惊喜？给桥下流浪汉…
我们来聊聊“曼森家族”（六）更多的谋杀,http://zhuanlan.zhihu.com/p/84087918,1969年8月9日，这是个血腥而混乱的一天。当波兰斯基一家的女管家，温妮弗雷德·查普曼（Winifred Chapman）走进西耶罗路10050号的别墅中时，首先映入她眼帘的，就是用莎朗的鲜血写在大门上的“PIG”一词。而当她推开门，看到屋中的恐怖情景时，她几乎吓得坐…
今儿第一次做了白切鸡...,http://zhuanlan.zhihu.com/p/88637298,我一直喜欢吃白切鸡，但是自己从来没做过，因为北京菜市场里很少见合适的鸡肉。前两天网上买了4只黄油鸡，今天试着做了一下。自己吃感觉还行，正好发个图，顺便试试知乎的“带货”新功能。 总结一下：首先涮一遍整鸡，然后冰水再紧一下，不知道这个有什么科…
我们来聊聊“曼森家族”（五）屠杀,http://zhuanlan.zhihu.com/p/83495111,"1968年是一个奇妙的年份。在这一年发生的许多事的背后，都存在着错综复杂的联系，同时这些事件也对我们现今的社会，持续发生着无法扭转的影响。在这一年的4月4日，著名黑人活动家，公民人权斗士马丁·路德·金（Martin Luther King, Jr.）遇刺。而这一悲剧…"
韩国闻庆“十字架自杀”事件,http://zhuanlan.zhihu.com/p/76546788,早先我在写《世越号之谜》这一系列的时候，曾经谈到过韩国曾经出现过的一些邪教、疑似邪教、新宗教等等的组织。而这部分内容，也引发了很多读者朋友的兴趣。从现实的角度出发，韩国的各种宗教组织确实是种类繁多，数量惊人。这里面有受到了韩国基督教组织承…
我们来聊聊“曼森家族”（四）相识与背叛,http://zhuanlan.zhihu.com/p/81939655,曼森与沙滩男孩 （Beach boys）的成员，丹尼斯·威尔逊的相遇，可以说是宿命性的。沙滩男孩这个来自加州的乐团，是由威尔逊家的三个儿子：布莱恩、丹尼斯、卡尔，以及表哥麦克·拉夫（Mike Love），和布莱恩的同学兼朋友 阿尔·贾丁（Al Jardine）所组成。…
我们来聊聊“曼森家族”（三）上升,http://zhuanlan.zhihu.com/p/81676068,1958年9月，查理曼森被刑满释放，回到了加州洛杉矶。为了谋求生计，他按照自己在监狱中学来的“诀窍”，有意地接近一些妓女，并且提出可以为她们招揽生意 —— 也就是俗话说的“皮条客”。由于在美国大部分地区，卖淫是属于违法行为，所以很多刚刚出道的，…
《杀人回忆》一案中的唯一幸存者,http://zhuanlan.zhihu.com/p/83177693,"《杀人回忆》这部电影是根据真实案件改编，而这起案件，就是近期韩国警方宣布“找到了真正的犯人”的“华城连续杀人案”。具体案件内容在我的另一篇专栏里有简要介绍：<a href=""https://zhuanlan.zhihu.com/p/83083936"" class=""internal"">李淼：《杀人回忆》真凶确认</a>而今天我来讲讲，在这个导致9起14-71岁的女性被奸杀的惨案中…"
《杀人回忆》真凶确认,http://zhuanlan.zhihu.com/p/83083936,因为微博上现在放出的内容基本都一致，没什么能够分析说明的地方，所以我干脆去查了韩国的原消息。得到的更多的细节如下：原案情本案在韩国被称为“华城连环杀人案”。受害者共计10名，信息如下（真名隐去）a 1986年9月15日，71岁女性，发现地点为华城郡台…
我们来聊聊“曼森家族”（二）,http://zhuanlan.zhihu.com/p/81383371,进入了华盛顿特区的联邦少管所之后，因为表现良好，查理曼森在1951年被转到了弗吉尼亚的 Nature Bridge Honor Camp。这是一家专门帮助那些改过自新情况较好的青年回归社会的机构，因此防卫也相当松弛。查理曼森在这一期间里，遵从狱方心理医生的帮助，开始…
我们来聊聊“曼森家族”（一）,http://zhuanlan.zhihu.com/p/80241195,大家好，前几天我自己去看了《好莱坞往事》。且不论这电影质量如何，但毕竟是昆丁的电影，而且还有里昂那多和布拉德皮特的加持，我想很多朋友也会跟我一样，去看一下这部片子。而作为电影中非常重要的一个要素，“曼森家族”这个群体，我觉得我来详细写一下…
我被“SME情报员”洗稿一事的进展,http://zhuanlan.zhihu.com/p/72740591,"大家好，几个进展跟各位汇报一下。 知乎小管家团队已经正式通知我处理结果，内容如下： 2. 针对 <a class=""member_mention"" href=""https://www.zhihu.com/people/8863c68227f29668a2b7617c49d4beeb"" data-hash=""8863c68227f29668a2b7617c49d4beeb"" data-hovercard=""p$b$8863c68227f29668a2b7617c49d4beeb"">@SME情报员</a> 一方在周五、周六的“回应”，我将整理好的，包括所有SME在文章中涉及“抄到了不该抄的部分”的内容对比，转交给了小管家团队，以供判断。什么叫“…"
我在知乎站内被“SME情报员” 洗稿了,http://zhuanlan.zhihu.com/p/72398175,"大家好，今天是个不太愉快的日子。在2019年7月4日的夜间， <a class=""member_mention"" href=""https://www.zhihu.com/people/8863c68227f29668a2b7617c49d4beeb"" data-hash=""8863c68227f29668a2b7617c49d4beeb"" data-hovercard=""p$b$8863c68227f29668a2b7617c49d4beeb"">@SME情报员</a> 在专栏中发布的《<a href=""https://zhuanlan.zhihu.com/p/72237655"" class=""internal"">SME情报员：日本毒可乐无差别杀人事件，引发了一场汽水包装革命</a>》这篇文章，我有确凿的证据，可以证明这是从我专栏中，《<a href=""https://zhuanlan.zhihu.com/p/27804571"" class=""internal"">李淼：可口可乐杀人事件</a>》这篇进行的洗稿操作…"
支离破碎的尸体，支离破碎的家,http://zhuanlan.zhihu.com/p/71058324,大家好。今天这起案件，我会改变一下以往那种“先告诉你结果”的写法。而是用更加简单的方式，按照时间进行的顺序，为大家展现出一个完整和睦的家庭，是如何一步步变得支离破碎的这一过程。这起发生在不久之前的案件，其实我们能够从中看出非常多的类似案件…
北海道南幌町灭门案,http://zhuanlan.zhihu.com/p/70852015,2014年10月1日凌晨2点30分，北海道空知郡南幌町的派出所的电话，突然在深夜里响了起来。值班的警察接起电话，听筒中传来了一名年轻女性慌张的声音。“我的妈妈和外婆被人杀了！请快点赶过来！我这里是南幌町西町2丁目的佐竹家！”南幌町，位于札幌市和夕张…
在一件“杀妻案”的背后,http://zhuanlan.zhihu.com/p/70602735,大家好。这段时间一直没有写案子，是因为被两件事情“束缚”住了手脚。其一是我开始做的废墟探险系列VLOG，因为要去日本拍摄素材，回来又要剪辑后期，所以写作就不得不先放放。另一件事，就是我在和“日谈公园”的李叔、小伙子一起制作一档专门聊“连环杀手…
切尔诺贝利（二）,http://zhuanlan.zhihu.com/p/66788728,大家好，久等了！最近我和日谈公园正在录制一批音频节目，要讲大约10个我从未写过的杀人案件，资料准备和录制工作的安排很紧，所以时间真的不怎么够用。很抱歉，专栏就停了这么长时间。HBO的《切尔诺贝利》我刚刚追到了第三集，很好看。与以往的纪录片所不…
切尔诺贝利（一）,http://zhuanlan.zhihu.com/p/65391158,"第三位天使吹号，就有烧着的大星，好像火把从天上落下来，落在江河的三分之一和众水的泉源上。 And the third angel sounded, and there fell a great star from heaven, burning as it were a lamp, and it fell upon the third part of the rivers, and u…"
大阪民宿分尸案,http://zhuanlan.zhihu.com/p/62651179,在喝下一天的第一口啤酒之后，我掏出了香烟，放在桌上，礼貌性地问了下身旁那位长得颇像搞笑组合“针千本”的近藤春菜的大姐。“请问我可以抽烟吗？”大姐很客气地把摞放在她面前的烟灰缸拿到了我的面前，“请抽，我不介意”，说完，她又指着她左手边的一位…
今天我们来聊聊“诅咒”,http://zhuanlan.zhihu.com/p/63983070,诅咒，这是一个我们似乎经常可以看到，但是却并不了解怎么回事的词语。查查字典的话，“诅咒”一词的出处，其实来自于《周礼》的“诅祝”。“诅”字的原意是“起誓、许愿”，而“祝”则是“通过祷告将心意传达给神灵”。然而在中国进入战国时期以后，“祝”…
世越号之谜（终）惩罚，与更多的罪恶,http://zhuanlan.zhihu.com/p/59006088,对于世越号海难惨剧的处理，是明显地分为两个阶段的：朴槿惠政权阶段，以及后朴槿惠阶段。<b>朴槿惠政权阶段</b>2014年6月10日，光州地方检察院对世越号船长李俊熙及其下三名海员，以“业务过失致死”、“玩忽职守”、“故意杀人”的罪名进行了起诉，要求判处船长…
世越号之谜（十）是什么将我们分离？,http://zhuanlan.zhihu.com/p/58901272,大家好，抱歉让各位久等了。上周连续四天日更的结果是，我从周四晚上开始，左右两只胳膊的肘部都开始出现了“网球肘”的症状，小臂外侧上端不时出现类似电击似的疼痛，到周五手指都开始发麻。实在是坚持不住了，所以周末几天完全没碰键盘。好在今天已经没事…
世越号之谜（九）朴槿惠，消失的七小时,http://zhuanlan.zhihu.com/p/58561308,让我们把焦急的心情收拾一下，把目光投向远在几百公里之外的韩国首尔，青瓦台总统府。朴槿惠最初在4月16日10:00通过大总统秘书室，得知了世越号发生海难事故的简报。从这一时刻起，关于海难事故的消息，便不断通过媒体、各部门官厅的渠道，不断地流向韩国各…
世越号之谜（八）官僚们的表演,http://zhuanlan.zhihu.com/p/58452762,写下（八）这个系列号的时候，我自己都吓了一跳。我从没想过世越号这个话题，可以写这么长。但是在我收集和阅读关于这起海难的资料时，总是能够发现太多值得拿出来说一说的片段，所以在写作的过程中，也就不得不慢慢放缓了节奏。尽管我知道有很多人只是草草…
世越号之谜（七）牺牲的人们，和幸存的人们,http://zhuanlan.zhihu.com/p/58359357,2014年4月16日上午9:40，韩国教育部得到了“京畿道一所高中的学生遭遇海难，目前被困在船里”的消息。然而，教育部里此刻并不知道，遭遇事故的到底是哪所高中。在随后逐校确认下，檀园高中参加修学旅行的学生身份才得到了确认。随后，遭遇海难的学生的家长…
世越号之谜（六）最后的逃生机会,http://zhuanlan.zhihu.com/p/58033199,2014年4月16日上午8:51:45，在已经开始严重倾斜的世越号船内，仍然在进行着这样的广播：“请乘客们不要尝试走动，原地待命。随意走动会造成危险，所以请各位留在原地。”据生还者回忆，这个广播播放了10遍以上。此时船体的倾斜角度达到了30度以上，所有的乘…
世越号之谜（五）《那天大海》说的是真的吗？,http://zhuanlan.zhihu.com/p/57920957,在（四）中，关于世越号沉没的发生，如果我们总结一下原因的话，最关键的原因是如下几点：船只的过度不合理改造：增加2层客舱，扩大货舱面积，撤除右舷绞轮及吊臂导致不平衡；货舱超过2倍以上的超载，货物固定不稳；压舱水严重不足，左右船体平衡的压舱水仓…
世越号之谜（四）失控的世越，失控的船长,http://zhuanlan.zhihu.com/p/57600156,2014年4月15日晚21时，世越号驶出了仁川港。离岸之后的情况一切正常，船上举办了烟火晚会和自助晚宴。从檀园中学的学生们在社交网络上当晚留下来的信息来看，每个人都很高兴。并没有人意识到，没顶之灾即将降临。原本应当在出航时播放的海上事故逃生广播，…
世越号之谜（三）悲剧的种子其实早已种下,http://zhuanlan.zhihu.com/p/57285539,大家好，今天开始，世越号沉没事件的分析，将从事件的背景跳到现场，聊一聊在世越号起航之前一刻，究竟发生了什么。2009年，世越号海难发生5年前，一条法案的通过，酿造了世越号惨案的发生。2009年6月9日，韩国国会将1963年制定的《大韩民国海运法》进行了…
世越号之谜（二）邪教教主们的狂欢,http://zhuanlan.zhihu.com/p/57071487,我们在这一期里，继续来探讨世越号惨案发生时，韩国政坛风云变幻的背景。有些读者会提出：“也许崔顺实用那些孩子做祭品，目的不是要复活教主崔太敏，而是祈祷一些别的呢？”那我只能说，你把崔顺实想象成为一个神棍，这可太不应该了。作为在韩国政坛背后呼…
世越号之谜（一）“复活教主”？别胡扯了,http://zhuanlan.zhihu.com/p/57011885,大家好，从今天开始，我们的主题就是“世越号惨案”。2014年4月16日发生的世越号惨案，恐怕是近些年来发生在东亚地区，最令人难以理解的一起多人死亡事件。在事件发生初期，沉船的幸存者救援，就已经引起了不仅是韩国国内，而且还有中国、日本、美国等等各…
发生在情人节的一起凶案,http://zhuanlan.zhihu.com/p/56738227,大家好，情人节的夜晚，我觉得你需要一个让人毛骨悚然的故事。查尔斯・沃顿（Charles Walton），1870年5月12日出生在英国的 Lower Quinton 一户农家。他在当地以驯马、耕地为生。他的妹妹在1910年因流感过世之后，妹夫独自搬到了斯特拉福德居住，而他将自己…
一锅剧毒咖喱饭，全村中毒（下）,http://zhuanlan.zhihu.com/p/56164106,然而，除了在这些林真须美与保险金相关的案件中屡屡出现的“急性砷中毒”中出现的毒物之外，警方还需要进一步确定的是：亚砷化物究竟是什么时候被放入咖喱锅中的。按照7月25日当天在场筹备的所有人员的回忆，警方清晰地还原当天发生在厨房帐篷中的场景。13:…
一锅剧毒咖喱饭，全村中毒（上）,http://zhuanlan.zhihu.com/p/56150183,大家好，过年好。吃胖了吗？之前在微博上，曾经有读者问我：“为什么这些杀人案里，都是男性作案呢？”我才突然意识到，我写女性杀人犯的案子，实在是太少了。所以这一期里，我就来讲一位女性杀人犯的故事。浴衣，纸扇，金鱼，小吃摊，烟花。听到这些词语，…
4000名女伴，30亿资产，一名富豪的神秘死亡（上）,http://zhuanlan.zhihu.com/p/56233013,阳光之下并无新事。写的案子多了，看得案子也多了。如今对我来说，很多看似神秘的事件，其实在知道了背景和有关人物之后，情况也就能够猜出个80%左右的程度了。所以每次当我在写一个新的案子的时候，总是在心里反复地问着自己：“人为什么总是会犯同样的错…
世田谷一家灭门悬案（四）求解,http://zhuanlan.zhihu.com/p/55852946,为一起悬案思考一个“合理的解释”，这对我来说已经不是第一次了。然而，在这次的求解过程中，我感到了深深的不适感：恶心，痛苦。因为在做出这样的“解释”的同时，我需要去构想事件的背景，构想案情的环境，构想凶手的身份，甚至需要构想他作案的细节。换…
世田谷一家灭门悬案（三）影子,http://zhuanlan.zhihu.com/p/55558419,通过足迹来破案，这在现代刑事案件中，并不是什么罕见的事情。在我国，曾经先后出现过几位“足迹神探”，从建国初期便活跃于公安干线的马玉林，到近几年在综艺节目中也会出现的董艳珍，都有着“通过足迹判断嫌疑人性别、身高、体重，甚至是走路姿态”的本领…
世田谷一家灭门悬案（二）迷宫,http://zhuanlan.zhihu.com/p/54275829,对世田谷一家灭门案现场的勘查，警方最初是胸有成竹可以抓到罪犯的。首先，疑犯在现场遗留下的指纹，总共有7处，共9个指纹：二层起居室的桌面上，两处指纹；二层厨房的台案上，一处指纹；二层厕所的门前，一处指纹；一层储物间的顶棚上，一处指纹；楼梯地面…
世田谷一家灭门悬案（一）凶案,http://zhuanlan.zhihu.com/p/53624329,2000年12月30日，20世纪（1901 - 2000）最后仅剩的倒数第二天。居住在东京世田谷区上祖师谷的宫泽一家，却没能迎来新世纪的到来。在这天夜里，宫泽干夫一家四口被灭门，凶手未知。尽管在现场，警方发现了大量的证物，然而直到现在，本案的凶手仍然没有找到…
前田所长的周末爱好,http://zhuanlan.zhihu.com/p/53097886,车子从厦门机场开出来之后，逐渐摆脱了开往市区的车流，拐向了同安方向。车上只坐了三个人：一位是普通话不太好的本地司机，一位是从日本工厂里派来的老工程师，还有我自己。4月虽然并不是什么旅游旺季，但是在省道上飞驰的车子也很是不少。车是电厂方面派…
温泉里的桑拿浴,http://zhuanlan.zhihu.com/p/51677567,把车停在这家温泉门前的时候，天空被厚厚的云覆盖着，前面的山谷里一团水雾正在袅袅腾起。这是一个11月末的下午，时间恰好是午饭后你无论喝茶还是喝咖啡，都还是会犯困的那段时候。想想如果一脚油门开进山谷的话，弄不好会在山道上遭遇到一场暴风雨，我不禁…
宫崎勤事件（下）,http://zhuanlan.zhihu.com/p/50492194,“既然你承认了野本绫子的事情是你做的，干脆就老老实实地全交待了吧。也算是给受害人家里一个交待。”片冈警官望着桌子另一端的宫崎勤。野本绫子的尸体尽管已经发现，但她的双手和头部，一直没有找到。宫崎勤低头一言不发，双手握成拳头，死死地抵在膝盖上…
宫崎勤事件（中）,http://zhuanlan.zhihu.com/p/50222407,1989年7月23日，东京八王子市。天空中只有寥寥几块洁白的云彩，午后的太阳热辣辣地晒在郊外的田野上。人们要么无精打采地躲在屋子里，要么紧皱着眉头匆匆在街头走过。只有那些或骑着自行车，或穿着塑料凉鞋啪嗒啪嗒跑在路上的，那些正在享受暑假的孩子们，…
「一点物」12月个展介绍：多田佳豫,http://zhuanlan.zhihu.com/p/51972463,大家好。今年北京的冬天，好像会是个寒冬呢。 在12月15-19日，我们为大家带来了一位日本陶艺作家，她的名字叫 多田佳豫（Tada Kasho）。多田佳豫的作品，对于我们的一些老朋友们来说，一定并不陌生。但毕竟这次的北京个展，是她作为陶瓷器作家，在日本国外…
宫崎勤事件（上）,http://zhuanlan.zhihu.com/p/48176363,宫崎勤案件是一桩我一直想要好好聊聊的案子，因为在日本的恶性案件中，它极为特殊。第一，这是日本第一起由于“可能存在的精神问题影响”而导致的连环杀人案。第二，与其他杀人案件不同，这起案件的后续发酵，直接导致了“御宅族”群体的污名化和社会边缘化…
为什么她的孩子总生病？—— 有关代理型孟乔森综合症,http://zhuanlan.zhihu.com/p/48935508,关于“孟乔森综合症”，它究竟是不是“只是装病”，以及“总是装病的人是不是就是孟乔森综合症”，“这些病人只会伤害自己吗”等等这些问题，我在这一篇中将给大家带来一些解释。孟乔森综合症的发现，是从20世纪50年代开始的。1951年，英国的内分泌代谢科医…
你身边那个天天说自己难受的人，可能得的是心病,http://zhuanlan.zhihu.com/p/48622756,大家好，很抱歉很久没写案子了。 最近我在看一大批案子，想要从中选出几个谈起来有意思的事情来写。在看到几起“在家里遇害的儿童”的案子的时候，我突然看到了一个让我百思不得其解的案例。从这个案子出发，在持续地挖掘信息的过程中，我感觉到似乎接触到…
「野兽应该有人权吗」,http://zhuanlan.zhihu.com/p/42696077,大家好。 今天的案子，来自于8月19日晚上日本的一条新闻：“一名男子因停车纠纷，犯下了杀人未遂罪，被警方逮捕。” 按说这种看似日常纠纷的案件，并不会引起社会的太多关注。然而，此事却不太一样，因为此案的嫌疑犯，名叫 凑伸治。 凑伸治是什么人？熟悉…
我曾经以为在日本吃担担面，是一种错误,http://zhuanlan.zhihu.com/p/47002220,大家好，很久没写美食了呢。 相信很多朋友都听说过，中国有很多美食都在日本生根发芽了。这里面有我们耳熟能详的“小笼包”、“麻婆豆腐”、“煎饺子”、“拉面”，也有一些我们没怎么听说过它们“在日本大红大紫”的品种，例如“棒棒鸡”、“咕咾肉”、“…
靖国神社宫司被免职，原因是批判天皇,http://zhuanlan.zhihu.com/p/46714225,大家好，很久没有写点什么了。 并不是我不想写，实在是因为太忙了。9月中我两周时间，开车走了3012公里，真的有些力不从心。今天的内容，也不是什么罪案，但却是一个让我有了很多思考的事件。 2018年10月10日，东京靖国神社对外发表声明：靖国神社的宫司（…
我们应当如何分析犯罪者？,http://zhuanlan.zhihu.com/p/43157838,大家好。 如你们所知，我这几年的写作，基本上都是在通过描写案情的背景和经过，来让读者们知道那一起起令人发指的杀人罪行，究竟是如何出现的。 在这些背景分析中，我一般都会写到罪犯的成长环境，以及他的社会关系。然而我发现，其实一些读者事实上，对我…
被杀害的天使们（五）大阪与南京，四具童尸,http://zhuanlan.zhihu.com/p/42297383,大家好。今天的故事，分别来自于日本大阪和中国南京。在这两起事件中，我们可以看到很多相似的细节，也存在着两个国家在社会福利制度上的差异。然而，从悲剧中我们所能看到的社会、双亲的责任感的缺失，我相信是存在着共性的。2010年7月30日上午，从大阪西…
被杀害的天使们（四）— 无人知晓,http://zhuanlan.zhihu.com/p/42097098,大家好，今天的更新内容，是那些悄无声息、无人知晓地死在自己家中的孩子们。让我们先从一部同名电影《无人知晓》说起。《无人知晓（誰も知らない）》是日本导演是枝裕和在2003年拍摄，2004年与日本公映的一部家庭社会题材电影。从内容上，与他最近在中国公…
被杀害的天使们（二）,http://zhuanlan.zhihu.com/p/41569525,大家好，在系列的第二篇里，我将给大家带来两个案子：附属池田小学无差别杀童案，以及 628上海小学生被杀案。 1963年，宅间守诞生于与大阪府临近的伊丹市，一个地方公务员的家庭里。宅间家的家系，可以追溯到江户时期的萨摩藩（现今九州南部鹿儿岛县附近）…
被杀害的天使们（三）—— 真实的“小偷家族”,http://zhuanlan.zhihu.com/p/41920580,大家好，今天是这个儿童侵害系列的第三篇。在前两篇中，我介绍了“被邻居杀害的孩子”，以及“无差别杀童案”。各位读者的讨论也非常精彩，很多朋友已经能够从“杀人的是变态”这个最表面的现象，开始看到一些与社会、心理相关的深层次问题。今天这一篇，我…
